Datetime,Open,High,Low,Close,Adj Close,Volume
2021-09-03 22:00:00+01:00,130.4040069580078,130.4040069580078,130.21200561523438,130.4040069580078,130.4040069580078,0
2021-09-03 22:05:00+01:00,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,0
2021-09-03 22:10:00+01:00,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,0
2021-09-03 22:15:00+01:00,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,0
2021-09-03 22:20:00+01:00,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,0
2021-09-03 22:25:00+01:00,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,130.4040069580078,0
2021-09-06 00:00:00+01:00,130.3990020751953,130.3990020751953,130.33999633789062,130.3800048828125,130.3800048828125,0
2021-09-06 00:05:00+01:00,130.3780059814453,130.41299438476562,130.35000610351562,130.39599609375,130.39599609375,0
2021-09-06 00:10:00+01:00,130.38999938964844,130.40699768066406,130.35000610351562,130.4029998779297,130.4029998779297,0
2021-09-06 00:15:00+01:00,130.38999938964844,130.41600036621094,130.36000061035156,130.39999389648438,130.39999389648438,0
2021-09-06 00:20:00+01:00,130.40499877929688,130.43499755859375,130.3800048828125,130.42799377441406,130.42799377441406,0
2021-09-06 00:25:00+01:00,130.43099975585938,130.4459991455078,130.3699951171875,130.41000366210938,130.41000366210938,0
2021-09-06 00:30:00+01:00,130.41600036621094,130.43299865722656,130.3699951171875,130.4199981689453,130.4199981689453,0
2021-09-06 00:35:00+01:00,130.4219970703125,130.44200134277344,130.3699951171875,130.41000366210938,130.41000366210938,0
2021-09-06 00:40:00+01:00,130.41000366210938,130.4429931640625,130.3800048828125,130.43099975585938,130.43099975585938,0
2021-09-06 00:45:00+01:00,130.4320068359375,130.45399475097656,130.3800048828125,130.45199584960938,130.45199584960938,0
2021-09-06 00:50:00+01:00,130.447998046875,130.47300720214844,130.41000366210938,130.46600341796875,130.46600341796875,0
2021-09-06 00:55:00+01:00,130.4669952392578,130.48300170898438,130.4199981689453,130.47799682617188,130.47799682617188,0
2021-09-06 01:00:00+01:00,130.4739990234375,130.4810028076172,130.36000061035156,130.41700744628906,130.41700744628906,0
2021-09-06 01:05:00+01:00,130.41000366210938,130.43099975585938,130.33999633789062,130.40899658203125,130.40899658203125,0
2021-09-06 01:10:00+01:00,130.39999389648438,130.43800354003906,130.35000610351562,130.42799377441406,130.42799377441406,0
2021-09-06 01:15:00+01:00,130.4290008544922,130.4709930419922,130.3800048828125,130.46600341796875,130.46600341796875,0
2021-09-06 01:20:00+01:00,130.46499633789062,130.50900268554688,130.42999267578125,130.48899841308594,130.48899841308594,0
2021-09-06 01:25:00+01:00,130.49000549316406,130.4980010986328,130.41000366210938,130.4600067138672,130.4600067138672,0
2021-09-06 01:30:00+01:00,130.46099853515625,130.48800659179688,130.3800048828125,130.43699645996094,130.43699645996094,0
2021-09-06 01:35:00+01:00,130.43499755859375,130.4409942626953,130.38999938964844,130.41700744628906,130.41700744628906,0
2021-09-06 01:40:00+01:00,130.41700744628906,130.4290008544922,130.3800048828125,130.4199981689453,130.4199981689453,0
2021-09-06 01:45:00+01:00,130.427001953125,130.43699645996094,130.3800048828125,130.4219970703125,130.4219970703125,0
2021-09-06 01:50:00+01:00,130.41700744628906,130.4530029296875,130.3699951171875,130.43899536132812,130.43899536132812,0
2021-09-06 01:55:00+01:00,130.4409942626953,130.4550018310547,130.39999389648438,130.43699645996094,130.43699645996094,0
2021-09-06 02:00:00+01:00,130.43699645996094,130.45899963378906,130.39999389648438,130.42300415039062,130.42300415039062,0
2021-09-06 02:05:00+01:00,130.44500732421875,130.468994140625,130.39999389648438,130.44400024414062,130.44400024414062,0
2021-09-06 02:10:00+01:00,130.4459991455078,130.45700073242188,130.41000366210938,130.43899536132812,130.43899536132812,0
2021-09-06 02:15:00+01:00,130.4409942626953,130.44400024414062,130.3699951171875,130.40699768066406,130.40699768066406,0
2021-09-06 02:20:00+01:00,130.41000366210938,130.4250030517578,130.3699951171875,130.4080047607422,130.4080047607422,0
2021-09-06 02:25:00+01:00,130.40699768066406,130.42599487304688,130.3800048828125,130.41600036621094,130.41600036621094,0
2021-09-06 02:30:00+01:00,130.4199981689453,130.4239959716797,130.3699951171875,130.41700744628906,130.41700744628906,0
2021-09-06 02:35:00+01:00,130.41600036621094,130.43600463867188,130.3800048828125,130.41000366210938,130.41000366210938,0
2021-09-06 02:40:00+01:00,130.4219970703125,130.4409942626953,130.39999389648438,130.4199981689453,130.4199981689453,0
2021-09-06 02:45:00+01:00,130.41000366210938,130.4550018310547,130.38999938964844,130.43699645996094,130.43699645996094,0
2021-09-06 02:50:00+01:00,130.43499755859375,130.447998046875,130.38999938964844,130.4199981689453,130.4199981689453,0
2021-09-06 02:55:00+01:00,130.42100524902344,130.427001953125,130.3800048828125,130.427001953125,130.427001953125,0
2021-09-06 03:00:00+01:00,130.41000366210938,130.42799377441406,130.3800048828125,130.4219970703125,130.4219970703125,0
2021-09-06 03:05:00+01:00,130.4239959716797,130.43699645996094,130.3800048828125,130.41200256347656,130.41200256347656,0
2021-09-06 03:10:00+01:00,130.41000366210938,130.427001953125,130.3800048828125,130.42100524902344,130.42100524902344,0
2021-09-06 03:15:00+01:00,130.4219970703125,130.4429931640625,130.3800048828125,130.42300415039062,130.42300415039062,0
2021-09-06 03:20:00+01:00,130.42100524902344,130.42799377441406,130.3699951171875,130.3800048828125,130.3800048828125,0
2021-09-06 03:25:00+01:00,130.40499877929688,130.4149932861328,130.3699951171875,130.4040069580078,130.4040069580078,0
2021-09-06 03:30:00+01:00,130.40199279785156,130.41400146484375,130.36000061035156,130.39100646972656,130.39100646972656,0
2021-09-06 03:35:00+01:00,130.38699340820312,130.39100646972656,130.30999755859375,130.33099365234375,130.33099365234375,0
2021-09-06 03:40:00+01:00,130.33299255371094,130.3459930419922,130.3000030517578,130.32000732421875,130.32000732421875,0
2021-09-06 03:45:00+01:00,130.33399963378906,130.3560028076172,130.30999755859375,130.3509979248047,130.3509979248047,0
2021-09-06 03:50:00+01:00,130.35499572753906,130.36300659179688,130.2899932861328,130.33799743652344,130.33799743652344,0
2021-09-06 03:55:00+01:00,130.34100341796875,130.3679962158203,130.30999755859375,130.35000610351562,130.35000610351562,0
2021-09-06 04:00:00+01:00,130.36399841308594,130.36599731445312,130.3000030517578,130.32000732421875,130.32000732421875,0
2021-09-06 04:05:00+01:00,130.3280029296875,130.343994140625,130.3000030517578,130.32899475097656,130.32899475097656,0
2021-09-06 04:10:00+01:00,130.32899475097656,130.33700561523438,130.3070068359375,130.33200073242188,130.33200073242188,0
2021-09-06 04:15:00+01:00,130.33200073242188,130.33599853515625,130.3000030517578,130.33399963378906,130.33399963378906,0
2021-09-06 04:20:00+01:00,130.32899475097656,130.3350067138672,130.27999877929688,130.3249969482422,130.3249969482422,0
2021-09-06 04:25:00+01:00,130.3280029296875,130.34300231933594,130.27000427246094,130.3000030517578,130.3000030517578,0
2021-09-06 04:30:00+01:00,130.3090057373047,130.31100463867188,130.25,130.29600524902344,130.29600524902344,0
2021-09-06 04:35:00+01:00,130.2949981689453,130.30299377441406,130.22999572753906,130.29100036621094,130.29100036621094,0
2021-09-06 04:40:00+01:00,130.2949981689453,130.31199645996094,130.25999450683594,130.302001953125,130.302001953125,0
2021-09-06 04:45:00+01:00,130.30599975585938,130.30999755859375,130.27000427246094,130.302001953125,130.302001953125,0
2021-09-06 04:50:00+01:00,130.2989959716797,130.3249969482422,130.25999450683594,130.32000732421875,130.32000732421875,0
2021-09-06 04:55:00+01:00,130.3179931640625,130.35000610351562,130.27999877929688,130.33999633789062,130.33999633789062,0
2021-09-06 05:00:00+01:00,130.33799743652344,130.36199951171875,130.3000030517578,130.34300231933594,130.34300231933594,0
2021-09-06 05:05:00+01:00,130.3419952392578,130.35899353027344,130.30999755859375,130.35299682617188,130.35299682617188,0
2021-09-06 05:10:00+01:00,130.35699462890625,130.3679962158203,130.32000732421875,130.33999633789062,130.33999633789062,0
2021-09-06 05:15:00+01:00,130.35400390625,130.36300659179688,130.3300018310547,130.36000061035156,130.36000061035156,0
2021-09-06 05:20:00+01:00,130.35800170898438,130.38900756835938,130.32000732421875,130.35400390625,130.35400390625,0
2021-09-06 05:25:00+01:00,130.33999633789062,130.3679962158203,130.3300018310547,130.35800170898438,130.35800170898438,0
2021-09-06 05:30:00+01:00,130.35499572753906,130.3679962158203,130.32000732421875,130.33999633789062,130.33999633789062,0
2021-09-06 05:35:00+01:00,130.3459930419922,130.3489990234375,130.3000030517578,130.32000732421875,130.32000732421875,0
2021-09-06 05:40:00+01:00,130.32000732421875,130.33999633789062,130.2899932861328,130.32000732421875,130.32000732421875,0
2021-09-06 05:45:00+01:00,130.33099365234375,130.33200073242188,130.27000427246094,130.3300018310547,130.3300018310547,0
2021-09-06 05:50:00+01:00,130.32699584960938,130.33399963378906,130.27999877929688,130.31399536132812,130.31399536132812,0
2021-09-06 05:55:00+01:00,130.3179931640625,130.3350067138672,130.27999877929688,130.3300018310547,130.3300018310547,0
2021-09-06 06:00:00+01:00,130.3280029296875,130.34100341796875,130.27999877929688,130.31399536132812,130.31399536132812,0
2021-09-06 06:05:00+01:00,130.29299926757812,130.3249969482422,130.25999450683594,130.2899932861328,130.2899932861328,0
2021-09-06 06:10:00+01:00,130.28900146484375,130.30799865722656,130.25,130.30499267578125,130.30499267578125,0
2021-09-06 06:15:00+01:00,130.3070068359375,130.31199645996094,130.25999450683594,130.3040008544922,130.3040008544922,0
2021-09-06 06:20:00+01:00,130.302001953125,130.3159942626953,130.25999450683594,130.2899932861328,130.2899932861328,0
2021-09-06 06:25:00+01:00,130.2989959716797,130.30499267578125,130.25999450683594,130.26499938964844,130.26499938964844,0
2021-09-06 06:30:00+01:00,130.28599548339844,130.31399536132812,130.26800537109375,130.2969970703125,130.2969970703125,0
2021-09-06 06:35:00+01:00,130.2969970703125,130.32400512695312,130.27000427246094,130.30999755859375,130.30999755859375,0
2021-09-06 06:40:00+01:00,130.31199645996094,130.31700134277344,130.27000427246094,130.3090057373047,130.3090057373047,0
2021-09-06 06:45:00+01:00,130.31100463867188,130.32699584960938,130.27999877929688,130.30999755859375,130.30999755859375,0
2021-09-06 06:50:00+01:00,130.3159942626953,130.31900024414062,130.27000427246094,130.3040008544922,130.3040008544922,0
2021-09-06 06:55:00+01:00,130.3090057373047,130.3419952392578,130.27000427246094,130.32000732421875,130.32000732421875,0
2021-09-06 07:00:00+01:00,130.3249969482422,130.36500549316406,130.27999877929688,130.3509979248047,130.3509979248047,0
2021-09-06 07:05:00+01:00,130.35000610351562,130.375,130.30999755859375,130.33999633789062,130.33999633789062,0
2021-09-06 07:10:00+01:00,130.34500122070312,130.3730010986328,130.3000030517578,130.33799743652344,130.33799743652344,0
2021-09-06 07:15:00+01:00,130.33599853515625,130.3699951171875,130.3000030517578,130.35000610351562,130.35000610351562,0
